Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Global,1990,All ages,Both,Dermatitis,Percent of total DALYs,0.0041728065005619385,0.0024619742448276105,0.006549079151092141
All Population,Global,1990 - 2023,All ages,Both,Dermatitis,DALYs annual % change,-0.004120417933928634,,
All Population,Global,1990,All ages,Both,Psoriasis,Percent of total DALYs,0.0004424278101025977,0.0003346757694654386,0.0005635599382111571
All Population,Global,1990 - 2023,All ages,Both,Psoriasis,DALYs annual % change,0.011069960102339411,,
All Population,Global,1990,All ages,Both,Cellulitis,Percent of total DALYs,0.00014606812026017333,0.00008270498446942605,0.00024251733197794262
All Population,Global,1990 - 2023,All ages,Both,Cellulitis,DALYs annual % change,0.018891390227872715,,
All Population,Global,1990,All ages,Both,Pyoderma,Percent of total DALYs,0.00030803570000033,0.00016765004777280344,0.00047973171238751574
All Population,Global,1990 - 2023,All ages,Both,Pyoderma,DALYs annual % change,0.01027252765569817,,
All Population,Global,1990,All ages,Both,Scabies,Percent of total DALYs,0.0008135047127640767,0.00048102369727260827,0.0012844168231911344
All Population,Global,1990 - 2023,All ages,Both,Scabies,DALYs annual % change,-0.001722330753519703,,
All Population,Global,1990,All ages,Both,Fungal skin diseases,Percent of total DALYs,0.0005499667242338005,0.00021328289875527774,0.0011397939635026987
All Population,Global,1990 - 2023,All ages,Both,Fungal skin diseases,DALYs annual % change,-0.00425417577875227,,
All Population,Global,1990,All ages,Both,Viral skin diseases,Percent of total DALYs,0.0004388294393424146,0.0002993254915451641,0.0006323857053188814
All Population,Global,1990 - 2023,All ages,Both,Viral skin diseases,DALYs annual % change,-0.00021918497355997705,,
All Population,Global,1990,All ages,Both,Acne vulgaris,Percent of total DALYs,0.00020011489053907314,0.0001301960268756389,0.0003117561342315045
All Population,Global,1990 - 2023,All ages,Both,Acne vulgaris,DALYs annual % change,0.010371107338814476,,
All Population,Global,1990,All ages,Both,Alopecia areata,Percent of total DALYs,0.00002842659453363707,0.00001953533701414386,0.000038496784596610696
All Population,Global,1990 - 2023,All ages,Both,Alopecia areata,DALYs annual % change,-0.0006363426876118694,,
All Population,Global,1990,All ages,Both,Pruritus,Percent of total DALYs,0.000020602103801447876,0.000009917637837691721,0.00003991988941133197
All Population,Global,1990 - 2023,All ages,Both,Pruritus,DALYs annual % change,0.00858669294926546,,
All Population,Global,1990,All ages,Both,Urticaria,Percent of total DALYs,0.0013486920802855123,0.0009198556029767377,0.001860970151280959
All Population,Global,1990 - 2023,All ages,Both,Urticaria,DALYs annual % change,-0.003303988761075711,,
All Population,Global,1990,All ages,Both,Decubitus ulcer,Percent of total DALYs,0.00016159774740203548,0.00010952505304217342,0.0002378628886687417
All Population,Global,1990 - 2023,All ages,Both,Decubitus ulcer,DALYs annual % change,0.015132900782576121,,
All Population,Global,1990,All ages,Both,Other skin and subcutaneous diseases,Percent of total DALYs,0.0002806643407834969,0.00015552764480318565,0.00047058440602901414
All Population,Global,1990 - 2023,All ages,Both,Other skin and subcutaneous diseases,DALYs annual % change,0.004833065206793057,,
All Population,Global,1990,All ages,Both,Sense organ diseases,Percent of total DALYs,0.014288131202291745,0.010686350400961855,0.018165357521367984
All Population,Global,1990 - 2023,All ages,Both,Sense organ diseases,DALYs annual % change,0.00890523869037441,,
All Population,Global,1990,All ages,Both,Glaucoma,Percent of total DALYs,0.00016344806141200678,0.00011736811137571943,0.00021728859872646497
All Population,Global,1990 - 2023,All ages,Both,Glaucoma,DALYs annual % change,0.00020927581502153017,,
All Population,Global,1990,All ages,Both,Cataract,Percent of total DALYs,0.001468444627186338,0.0011258491727010268,0.0018978956907696762
All Population,Global,1990 - 2023,All ages,Both,Cataract,DALYs annual % change,0.004658143902154917,,
All Population,Global,1990,All ages,Both,Age-related macular degeneration,Percent of total DALYs,0.00009856622367848371,0.0000701610369531908,0.00013980718574441365
All Population,Global,1990 - 2023,All ages,Both,Age-related macular degeneration,DALYs annual % change,0.00704576789793287,,
All Population,Global,1990,All ages,Both,Age-related and other hearing loss,Percent of total DALYs,0.009072761635422397,0.006787716734361091,0.011572278325438959
All Population,Global,1990 - 2023,All ages,Both,Age-related and other hearing loss,DALYs annual % change,0.01035489538078256,,
All Population,Global,1990,All ages,Both,Other sense organ diseases,Percent of total DALYs,0.000536468617264006,0.00035250548445184477,0.00076991665977881
All Population,Global,1990 - 2023,All ages,Both,Other sense organ diseases,DALYs annual % change,0.009043288742202489,,
All Population,Global,1990,All ages,Both,Oral disorders,Percent of total DALYs,0.00465681271509891,0.0028529144514449416,0.006895499877358519
All Population,Global,1990 - 2023,All ages,Both,Oral disorders,DALYs annual % change,0.006422667948857569,,
All Population,Global,1990,All ages,Both,Caries of deciduous teeth,Percent of total DALYs,0.00006824017034021094,0.00003077712512861605,0.0001321849790804059
All Population,Global,1990 - 2023,All ages,Both,Caries of deciduous teeth,DALYs annual % change,-0.01150082667859548,,
All Population,Global,1990,All ages,Both,Caries of permanent teeth,Percent of total DALYs,0.0005239009488764118,0.00023864557312610262,0.0009497012382624703
All Population,Global,1990 - 2023,All ages,Both,Caries of permanent teeth,DALYs annual % change,0.0002834542940713457,,
All Population,Global,1990,All ages,Both,Periodontal diseases,Percent of total DALYs,0.0013166423009693038,0.0005348117504089197,0.0026951796033252108
All Population,Global,1990 - 2023,All ages,Both,Periodontal diseases,DALYs annual % change,0.00768459710017945,,
All Population,Global,1990,All ages,Both,Edentulism,Percent of total DALYs,0.0017450999856165746,0.00115827941389962,0.00229706045380157
All Population,Global,1990 - 2023,All ages,Both,Edentulism,DALYs annual % change,0.009888483141969188,,
All Population,Global,1990,All ages,Both,Other oral disorders,Percent of total DALYs,0.0010029293092964056,0.0006522702264211058,0.0013978136503975474
All Population,Global,1990 - 2023,All ages,Both,Other oral disorders,DALYs annual % change,0.001840028075230156,,
All Population,Global,1990,All ages,Both,Sudden infant death syndrome,Percent of total DALYs,0.002570569657406348,0.0017138553496877408,0.003983576208113689
All Population,Global,1990 - 2023,All ages,Both,Sudden infant death syndrome,DALYs annual % change,-0.04647832605205703,,
All Population,Global,1990,All ages,Both,Injuries,Percent of total DALYs,0.11098268314990019,0.10241539854953186,0.11817438473184005
All Population,Global,1990 - 2023,All ages,Both,Injuries,DALYs annual % change,-0.01141808891029149,,
All Population,Global,1990,All ages,Both,Transport injuries,Percent of total DALYs,0.029020442026647792,0.023560817972451464,0.03414548974657985
All Population,Global,1990 - 2023,All ages,Both,Transport injuries,DALYs annual % change,-0.01234780608748169,,
All Population,Global,1990,All ages,Both,Road injuries,Percent of total DALYs,0.027328495578508194,0.022134797253370107,0.032384607251417785
All Population,Global,1990 - 2023,All ages,Both,Road injuries,DALYs annual % change,-0.012369412142093968,,
All Population,Global,1990,All ages,Both,Pedestrian road injuries,Percent of total DALYs,0.011755585188416587,0.008415597610377745,0.015111808355760896
All Population,Global,1990 - 2023,All ages,Both,Pedestrian road injuries,DALYs annual % change,-0.025439885658536013,,
All Population,Global,1990,All ages,Both,Cyclist road injuries,Percent of total DALYs,0.001211952962573009,0.0009067564798504646,0.0018324730707576131
All Population,Global,1990 - 2023,All ages,Both,Cyclist road injuries,DALYs annual % change,-0.000529083642530553,,
All Population,Global,1990,All ages,Both,Motorcyclist road injuries,Percent of total DALYs,0.0036093853183785255,0.0026406055196336164,0.005649104876138897
All Population,Global,1990 - 2023,All ages,Both,Motorcyclist road injuries,DALYs annual % change,0.005918041711012477,,
All Population,Global,1990,All ages,Both,Motor vehicle road injuries,Percent of total DALYs,0.010373151603899794,0.00827268756899363,0.013575224134715543
All Population,Global,1990 - 2023,All ages,Both,Motor vehicle road injuries,DALYs annual % change,-0.010952105593550844,,
All Population,Global,1990,All ages,Both,Other road injuries,Percent of total DALYs,0.00037842050524028155,0.0002753994126633907,0.000546710124553191
All Population,Global,1990 - 2023,All ages,Both,Other road injuries,DALYs annual % change,-0.008304379441365294,,
All Population,Global,1990,All ages,Both,Other transport injuries,Percent of total DALYs,0.0016919464481395868,0.0011496788703144686,0.002309144931229025
All Population,Global,1990 - 2023,All ages,Both,Other transport injuries,DALYs annual % change,-0.012000928574115237,,
All Population,Global,1990,All ages,Both,Unintentional injuries,Percent of total DALYs,0.05602752319732005,0.049393871724655855,0.061991685382711666
All Population,Global,1990 - 2023,All ages,Both,Unintentional injuries,DALYs annual % change,-0.012090862551150088,,
All Population,Global,1990,All ages,Both,Falls,Percent of total DALYs,0.016429901020792725,0.01370044621292401,0.019274893513862346
All Population,Global,1990 - 2023,All ages,Both,Falls,DALYs annual % change,0.0025627137055190107,,
All Population,Global,1990,All ages,Both,Drowning,Percent of total DALYs,0.013191628241908736,0.010456372822444146,0.016155872991166633
All Population,Global,1990 - 2023,All ages,Both,Drowning,DALYs annual % change,-0.03535477356432865,,
All Population,Global,1990,All ages,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.003640842703834875,0.002908067043307359,0.004658202276231189
All Population,Global,1990 - 2023,All ages,Both,"Fire, heat, and hot substances",DALYs annual % change,-0.010512914120015631,,
All Population,Global,1990,All ages,Both,Poisonings,Percent of total DALYs,0.0017696947589865193,0.0013490565012677647,0.0023796152002060877
All Population,Global,1990 - 2023,All ages,Both,Poisonings,DALYs annual % change,-0.020871964085317905,,
All Population,Global,1990,All ages,Both,Poisoning by carbon monoxide,Percent of total DALYs,0.0007646357955755111,0.00059820788775191,0.0009577173809947419
All Population,Global,1990 - 2023,All ages,Both,Poisoning by carbon monoxide,DALYs annual % change,-0.02597795679877062,,
All Population,Global,1990,All ages,Both,Poisoning by other means,Percent of total DALYs,0.0010050589634110084,0.0006424441043896571,0.0014953382929742938
All Population,Global,1990 - 2023,All ages,Both,Poisoning by other means,DALYs annual % change,-0.01749160952553519,,
All Population,Global,1990,All ages,Both,Exposure to mechanical forces,Percent of total DALYs,0.004540480284410813,0.0035859140137363852,0.005770415499708364
All Population,Global,1990 - 2023,All ages,Both,Exposure to mechanical forces,DALYs annual % change,-0.01710642888356415,,
All Population,Global,1990,All ages,Both,Unintentional firearm injuries,Percent of total DALYs,0.0007256466739066981,0.0004898695659453018,0.001129045754811103
All Population,Global,1990 - 2023,All ages,Both,Unintentional firearm injuries,DALYs annual % change,-0.02735747048957052,,
All Population,Global,1990,All ages,Both,Other exposure to mechanical forces,Percent of total DALYs,0.0038148336105041157,0.003052234933444101,0.004922913133255815
All Population,Global,1990 - 2023,All ages,Both,Other exposure to mechanical forces,DALYs annual % change,-0.015496768816820366,,
All Population,Global,1990,All ages,Both,Adverse effects of medical treatment,Percent of total DALYs,0.0017729958326549544,0.0013934332349127927,0.0023793404651190663
All Population,Global,1990 - 2023,All ages,Both,Adverse effects of medical treatment,DALYs annual % change,-0.018897649842895832,,
All Population,Global,1990,All ages,Both,Animal contact,Percent of total DALYs,0.0025188027824554282,0.0015842709485101333,0.003916710174620982
All Population,Global,1990 - 2023,All ages,Both,Animal contact,DALYs annual % change,-0.018461381822890855,,
All Population,Global,1990,All ages,Both,Venomous animal contact,Percent of total DALYs,0.002172204141749961,0.0012800276132480454,0.0034311894820018424
All Population,Global,1990 - 2023,All ages,Both,Venomous animal contact,DALYs annual % change,-0.019097923641709882,,
All Population,Global,1990,All ages,Both,Non-venomous animal contact,Percent of total DALYs,0.00034659864070546984,0.0002296984727231457,0.0005302198169184918
All Population,Global,1990 - 2023,All ages,Both,Non-venomous animal contact,DALYs annual % change,-0.01475728581941537,,
All Population,Global,1990,All ages,Both,Foreign body,Percent of total DALYs,0.0026869832390582727,0.0019025229880947577,0.003358112784697165
All Population,Global,1990 - 2023,All ages,Both,Foreign body,DALYs annual % change,-0.015925731320295865,,
All Population,Global,1990,All ages,Both,Pulmonary aspiration and foreign body in airway,Percent of total DALYs,0.0022843110508383472,0.0015786226749198882,0.00295870073557275
All Population,Global,1990 - 2023,All ages,Both,Pulmonary aspiration and foreign body in airway,DALYs annual % change,-0.016341510193742262,,
All Population,Global,1990,All ages,Both,Foreign body in eyes,Percent of total DALYs,0.00009140182788945479,0.00004769193740253909,0.00015781389096106906
All Population,Global,1990 - 2023,All ages,Both,Foreign body in eyes,DALYs annual % change,-0.0024534407631937615,,
All Population,Global,1990,All ages,Both,Foreign body in other body part,Percent of total DALYs,0.0003112703603304713,0.0001982776512948114,0.0004323391907228856
All Population,Global,1990 - 2023,All ages,Both,Foreign body in other body part,DALYs annual % change,-0.017966299329697615,,
All Population,Global,1990,All ages,Both,Other unintentional injuries,Percent of total DALYs,0.005864403049746457,0.004170854603497558,0.00786778208892791
All Population,Global,1990 - 2023,All ages,Both,Other unintentional injuries,DALYs annual % change,-0.019517552038399878,,
All Population,Global,1990,All ages,Both,Self-harm and interpersonal violence,Percent of total DALYs,0.025934717925932337,0.023634253644255837,0.028391017050554405
All Population,Global,1990 - 2023,All ages,Both,Self-harm and interpersonal violence,DALYs annual % change,-0.009049558556647212,,
All Population,Global,1990,All ages,Both,Self-harm,Percent of total DALYs,0.012256926432072856,0.01033297829303665,0.014086440204885621
All Population,Global,1990 - 2023,All ages,Both,Self-harm,DALYs annual % change,-0.011066983767684314,,
All Population,Global,1990,All ages,Both,Self-harm by firearm,Percent of total DALYs,0.0010614574520847837,0.000791177977648082,0.0015094777939630175
All Population,Global,1990 - 2023,All ages,Both,Self-harm by firearm,DALYs annual % change,-0.012055958632066337,,
All Population,Global,1990,All ages,Both,Interpersonal violence,Percent of total DALYs,0.010394907296254453,0.008957299209841669,0.011728411451119945
All Population,Global,1990 - 2023,All ages,Both,Interpersonal violence,DALYs annual % change,-0.010745753367479235,,
All Population,Global,1990,All ages,Both,Physical violence by firearm,Percent of total DALYs,0.002706136420369278,0.002359855787077828,0.0031378502395022706
All Population,Global,1990 - 2023,All ages,Both,Physical violence by firearm,DALYs annual % change,-0.0009217286972311397,,
All Population,Global,1990,All ages,Both,Physical violence by sharp object,Percent of total DALYs,0.002427976417329709,0.0019005296434524322,0.003009481520128759
All Population,Global,1990 - 2023,All ages,Both,Physical violence by sharp object,DALYs annual % change,-0.017102985485448034,,
All Population,Global,1990,All ages,Both,Physical violence by other means,Percent of total DALYs,0.004751103252800589,0.0038564496569246055,0.005766099663397282
All Population,Global,1990 - 2023,All ages,Both,Physical violence by other means,DALYs annual % change,-0.016149248139602057,,
All Population,Global,1990,All ages,Both,Exposure to forces of nature,Percent of total DALYs,0.0012863220259694754,0.0011631961539642383,0.0014301829560150116
All Population,Global,1990 - 2023,All ages,Both,Exposure to forces of nature,DALYs annual % change,-0.003239290626178419,,
All Population,Global,1990,All ages,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,0.000028551333094461283,0.00001738894694380797,0.000040080198031837086
All Population,Global,1990 - 2023,All ages,Both,Maternal deaths aggravated by HIV/AIDS,DALYs annual % change,-0.006261946927736277,,
All Population,Global,1990,All ages,Both,Thalassemias trait,Percent of total DALYs,0.0008475088396381046,0.0005322699686859803,0.0012398509588653142
All Population,Global,1990 - 2023,All ages,Both,Thalassemias trait,DALYs annual % change,-0.015458288401761208,,
All Population,Global,1990,All ages,Both,Sickle cell trait,Percent of total DALYs,0.0005400541363943236,0.0003193871950253848,0.0007953431748793355
All Population,Global,1990 - 2023,All ages,Both,Sickle cell trait,DALYs annual % change,0.0015270502962073907,,
All Population,Global,1990,All ages,Both,G6PD trait,Percent of total DALYs,0.000003996815396732163,0.0000024735245626228602,0.000006073268247447759
All Population,Global,1990 - 2023,All ages,Both,G6PD trait,DALYs annual % change,-0.0028604899708819663,,
All Population,Global,1990,All ages,Both,Environmental heat and cold exposure,Percent of total DALYs,0.0009374735860919271,0.0006791461923640738,0.0012448297130759158
All Population,Global,1990 - 2023,All ages,Both,Environmental heat and cold exposure,DALYs annual % change,-0.006210643052425319,,
All Population,Global,1990,All ages,Both,Ebola,Percent of total DALYs,0,0,0
All Population,Global,1990 - 2023,All ages,Both,Ebola,DALYs annual % change,0,,
All Population,Global,1990,All ages,Both,Acute lymphoid leukemia,Percent of total DALYs,0.002253023194844859,0.0016890896269468906,0.002833964876658988
All Population,Global,1990 - 2023,All ages,Both,Acute lymphoid leukemia,DALYs annual % change,-0.02293006894486124,,
All Population,Global,1990,All ages,Both,Chronic lymphoid leukemia,Percent of total DALYs,0.0002906847879462783,0.0002464053056749711,0.00033581421612718633
All Population,Global,1990 - 2023,All ages,Both,Chronic lymphoid leukemia,DALYs annual % change,-0.006122305127899752,,
All Population,Global,1990,All ages,Both,Acute myeloid leukemia,Percent of total DALYs,0.0012718382646076424,0.0009493368315211119,0.001635771889310192
All Population,Global,1990 - 2023,All ages,Both,Acute myeloid leukemia,DALYs annual % change,-0.006712576366970285,,
All Population,Global,1990,All ages,Both,Chronic myeloid leukemia,Percent of total DALYs,0.0004835829453612015,0.000382446947565635,0.0006121461550243084
All Population,Global,1990 - 2023,All ages,Both,Chronic myeloid leukemia,DALYs annual % change,-0.02790179294747966,,
All Population,Global,1990,All ages,Both,Non-melanoma skin cancer (squamous-cell carcinoma),Percent of total DALYs,0.00020823331520175055,0.00018635871954936835,0.00023540683950041142
All Population,Global,1990 - 2023,All ages,Both,Non-melanoma skin cancer (squamous-cell carcinoma),DALYs annual % change,0.013156479054922537,,
All Population,Global,1990,All ages,Both,Non-melanoma skin cancer (basal-cell carcinoma),Percent of total DALYs,4.1476115961043866e-7,2.0380422656396964e-7,7.630881074150825e-7
All Population,Global,1990 - 2023,All ages,Both,Non-melanoma skin cancer (basal-cell carcinoma),DALYs annual % change,0.012578153168219445,,
All Population,Global,1990,All ages,Both,Police conflict and executions,Percent of total DALYs,0.00015472947575010307,0.00009898961325157876,0.00023654201479863547
All Population,Global,1990 - 2023,All ages,Both,Police conflict and executions,DALYs annual % change,0.01480710646574332,,
All Population,Global,1990,All ages,Both,Drug-susceptible tuberculosis,Percent of total DALYs,0.031477879092198305,0.024304204969575645,0.04049891268879567
All Population,Global,1990 - 2023,All ages,Both,Drug-susceptible tuberculosis,DALYs annual % change,-0.03604015699972321,,
All Population,Global,1990,All ages,Both,Zika virus,Percent of total DALYs,0,0,0
All Population,Global,1990 - 2023,All ages,Both,Zika virus,DALYs annual % change,0,,
All Population,Global,1990,All ages,Both,Guinea worm disease,Percent of total DALYs,0.000008989726115289943,0.000005920193320919324,0.000012622894219769287
All Population,Global,1990 - 2023,All ages,Both,Guinea worm disease,DALYs annual % change,-0.3631166459482431,,
All Population,Global,1990,All ages,Both,Alcoholic cardiomyopathy,Percent of total DALYs,0.0006667140629694095,0.0005682731219073511,0.0007872916325712298
All Population,Global,1990 - 2023,All ages,Both,Alcoholic cardiomyopathy,DALYs annual % change,-0.007483189846920584,,
All Population,Global,1990,All ages,Both,Electrocution,Percent of total DALYs,0.001387995671409853,0.0007405110885891901,0.0021336513658026354
All Population,Global,1990 - 2023,All ages,Both,Electrocution,DALYs annual % change,-0.023713912003391253,,
All Population,Global,1990,All ages,Both,Myocarditis,Percent of total DALYs,0.00043987231497231343,0.0002924509741594724,0.000698269784040423
All Population,Global,1990 - 2023,All ages,Both,Myocarditis,DALYs annual % change,-0.03126183118607638,,
All Population,Global,1990,All ages,Both,Other leukemia,Percent of total DALYs,0.0004891306114905429,0.00036024208077238166,0.000705590914278621
All Population,Global,1990 - 2023,All ages,Both,Other leukemia,DALYs annual % change,-0.0034123510863101063,,
All Population,Global,1990,All ages,Both,Other cardiomyopathy,Percent of total DALYs,0.002191603808024207,0.0016669125781528466,0.00285868905837415
All Population,Global,1990 - 2023,All ages,Both,Other cardiomyopathy,DALYs annual % change,0.0003964777100921231,,
All Population,Global,1990,All ages,Both,Conflict and terrorism,Percent of total DALYs,0.003128154721854936,0.002736504330031826,0.0037975123952360404
All Population,Global,1990 - 2023,All ages,Both,Conflict and terrorism,DALYs annual % change,0.0005767194435501892,,
All Population,Global,1990,All ages,Both,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total DALYs,0.0002499810004097704,0.00006123825891679635,0.0006848225993305945
All Population,Global,1990 - 2023,All ages,Both,Multidrug-resistant tuberculosis without extensive drug resistance,DALYs annual % change,0.03869364216790205,,
All Population,Global,1990,All ages,Both,Extensively drug-resistant tuberculosis,Percent of total DALYs,0,0,0
All Population,Global,1990 - 2023,All ages,Both,Extensively drug-resistant tuberculosis,DALYs annual % change,0,,
All Population,Global,1990,All ages,Both,HIV/AIDS - Drug-susceptible Tuberculosis,Percent of total DALYs,0.002790564500025864,0.002249892089374993,0.0032834035082774113
All Population,Global,1990 - 2023,All ages,Both,HIV/AIDS - Drug-susceptible Tuberculosis,DALYs annual % change,-0.004445138797904107,,
All Population,Global,1990,All ages,Both,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Percent of total DALYs,0.00001633499127781281,0.000003426783507018085,0.0000504139610923052
All Population,Global,1990 - 2023,All ages,Both,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,DALYs annual % change,0.0801725796807711,,
All Population,Global,1990,All ages,Both,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent of total DALYs,0,0,0
All Population,Global,1990 - 2023,All ages,Both,HIV/AIDS - Extensively drug-resistant Tuberculosis,DALYs annual % change,0,,
All Population,Global,1990,All ages,Both,Latent tuberculosis infection,Percent of total DALYs,0,0,0
All Population,Global,1990 - 2023,All ages,Both,Latent tuberculosis infection,DALYs annual % change,0,,
All Population,Global,1990,All ages,Both,HIV/AIDS and sexually transmitted infections,Percent of total DALYs,0.010743960143031108,0.009047263401588715,0.013359382203707814
All Population,Global,1990 - 2023,All ages,Both,HIV/AIDS and sexually transmitted infections,DALYs annual % change,0.005364383628352437,,
All Population,Global,1990,All ages,Both,Respiratory infections and tuberculosis,Percent of total DALYs,0.10866357087350577,0.09667493266125587,0.12373151826886902
All Population,Global,1990 - 2023,All ages,Both,Respiratory infections and tuberculosis,DALYs annual % change,-0.027221864722355757,,
All Population,Global,1990,All ages,Both,Enteric infections,Percent of total DALYs,0.0908835391496946,0.07402829263799021,0.10731370966632471
All Population,Global,1990 - 2023,All ages,Both,Enteric infections,DALYs annual % change,-0.051578250826849636,,
All Population,Global,1990,All ages,Both,Typhoid and paratyphoid,Percent of total DALYs,0.009492065255416937,0.004790622509571274,0.01538463753482434
All Population,Global,1990 - 2023,All ages,Both,Typhoid and paratyphoid,DALYs annual % change,-0.05587641286676612,,
All Population,Global,1990,All ages,Both,Invasive Non-typhoidal Salmonella (iNTS),Percent of total DALYs,0.001801546158423766,0.0013747517514027508,0.00236637062978407
All Population,Global,1990 - 2023,All ages,Both,Invasive Non-typhoidal Salmonella (iNTS),DALYs annual % change,-0.007387859776090335,,
All Population,Global,1990,All ages,Both,Other infectious diseases,Percent of total DALYs,0.07683614048477704,0.05680594413230758,0.09984426752610408
All Population,Global,1990 - 2023,All ages,Both,Other infectious diseases,DALYs annual % change,-0.04976594456885293,,
All Population,Global,1990,All ages,Both,Maternal and neonatal disorders,Percent of total DALYs,0.11757999005518753,0.10890382132641574,0.12473731518431211
All Population,Global,1990 - 2023,All ages,Both,Maternal and neonatal disorders,DALYs annual % change,-0.029231823380051238,,
All Population,Global,1990,All ages,Both,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",Percent of total DALYs,0.00015111220557535656,0.00013005653905321296,0.00017392792487329838
All Population,Global,1990 - 2023,All ages,Both,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",DALYs annual % change,0.020244199490532484,,
All Population,Global,1990,All ages,Both,Benign and in situ intestinal neoplasms,Percent of total DALYs,0,0,0
All Population,Global,1990 - 2023,All ages,Both,Benign and in situ intestinal neoplasms,DALYs annual % change,0,,
All Population,Global,1990,All ages,Both,Benign and in situ cervical and uterine neoplasms,Percent of total DALYs,0,0,0
All Population,Global,1990 - 2023,All ages,Both,Benign and in situ cervical and uterine neoplasms,DALYs annual % change,0,,
All Population,Global,1990,All ages,Both,Non-rheumatic calcific aortic valve disease,Percent of total DALYs,0.00036777848253191484,0.0003253607091881301,0.0004103176151616731
All Population,Global,1990 - 2023,All ages,Both,Non-rheumatic calcific aortic valve disease,DALYs annual % change,0.0131616511320519,,
All Population,Global,1990,All ages,Both,Non-rheumatic degenerative mitral valve disease,Percent of total DALYs,0.0002235104547750698,0.00018921591225994137,0.00026464377440891965
All Population,Global,1990 - 2023,All ages,Both,Non-rheumatic degenerative mitral valve disease,DALYs annual % change,0.002997914978330093,,
All Population,Global,1990,All ages,Both,Other non-rheumatic valve diseases,Percent of total DALYs,0.000007301074379795788,0.000004737059775728158,0.000011693769933870616
All Population,Global,1990 - 2023,All ages,Both,Other non-rheumatic valve diseases,DALYs annual % change,0.016048796295461482,,
All Population,Global,1990,All ages,Both,Nonalcoholic fatty liver disease including cirrhosis,Percent of total DALYs,0.00044972379433051685,0.00030264552139184256,0.000611386163531011
All Population,Global,1990 - 2023,All ages,Both,Nonalcoholic fatty liver disease including cirrhosis,DALYs annual % change,0.009261262862375358,,
All Population,Global,1990,All ages,Both,Headache disorders,Percent of total DALYs,0.010033396169298303,0.007137284756041913,0.013181275909711902
All Population,Global,1990 - 2023,All ages,Both,Headache disorders,DALYs annual % change,0.0026627476477114054,,
All Population,Global,1990,All ages,Both,Substance use disorders,Percent of total DALYs,0.008175582045066555,0.006934470394297204,0.009503558938606375
All Population,Global,1990 - 2023,All ages,Both,Substance use disorders,DALYs annual % change,0.0014690567245309934,,
All Population,Global,1990,All ages,Both,Diabetes and kidney diseases,Percent of total DALYs,0.019889375390181457,0.017879968217379562,0.021717042901730304
All Population,Global,1990 - 2023,All ages,Both,Diabetes and kidney diseases,DALYs annual % change,0.015303271801230922,,
All Population,Global,1990,All ages,Both,Diabetes mellitus type 1,Percent of total DALYs,0.0009163091051832029,0.0007576978868775934,0.0011018690971321765
All Population,Global,1990 - 2023,All ages,Both,Diabetes mellitus type 1,DALYs annual % change,-0.005758623572933265,,
All Population,Global,1990,All ages,Both,Diabetes mellitus type 2,Percent of total DALYs,0.010479451183736662,0.009002790242828632,0.011794556689050401
All Population,Global,1990 - 2023,All ages,Both,Diabetes mellitus type 2,DALYs annual % change,0.021029640673360345,,
All Population,Global,1990,All ages,Both,Atopic dermatitis,Percent of total DALYs,0.0033138687549923124,0.0017248103928673604,0.005623650188147808
All Population,Global,1990 - 2023,All ages,Both,Atopic dermatitis,DALYs annual % change,-0.006682382748899026,,
All Population,Global,1990,All ages,Both,Contact dermatitis,Percent of total DALYs,0.0007781630610342717,0.0005094609238130305,0.0011122545173328346
All Population,Global,1990 - 2023,All ages,Both,Contact dermatitis,DALYs annual % change,0.004347816801809051,,
All Population,Global,1990,All ages,Both,Seborrhoeic dermatitis,Percent of total DALYs,0.00008077468453535435,0.00004744369699521473,0.00012147413758187308
All Population,Global,1990 - 2023,All ages,Both,Seborrhoeic dermatitis,DALYs annual % change,0.0019698381960323932,,
All Population,Global,1990,All ages,Both,Bacterial skin diseases,Percent of total DALYs,0.00045410382026050354,0.00026253934842453787,0.0006815143049278728
All Population,Global,1990 - 2023,All ages,Both,Bacterial skin diseases,DALYs annual % change,0.013324257442335338,,
All Population,Global,1990,All ages,Both,Blindness and vision loss,Percent of total DALYs,0.0046789009496053325,0.0034644029824624327,0.006242442795086692
All Population,Global,1990 - 2023,All ages,Both,Blindness and vision loss,DALYs annual % change,0.005862791832176758,,
All Population,Global,1990,All ages,Both,Upper digestive system diseases,Percent of total DALYs,0.00545331420243809,0.004428713490513426,0.006904426517587606
All Population,Global,1990 - 2023,All ages,Both,Upper digestive system diseases,DALYs annual % change,-0.011765186570457048,,
All Population,Global,1990,All ages,Both,Maternal abortion and miscarriage,Percent of total DALYs,0.0010280243467368918,0.0006643654944897045,0.001506423727377494
All Population,Global,1990 - 2023,All ages,Both,Maternal abortion and miscarriage,DALYs annual % change,-0.0368400236741611,,
