dataset,dataset_title,panel,method_pair,line_name,alpha,y_normalized,y_raw,pg_sigma_used,pg_sigma_plotted
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.3,0.96253527290244,0.8629359006881714,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.32,0.9613976390885342,0.8621470332145691,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.34,0.9517928636925506,0.8554868102073669,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.36,0.9449965438766008,0.8507740497589111,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.38,0.9399573461176108,0.8472797274589539,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.4,0.9267026013495165,0.8380885124206543,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.42,0.9247369489085344,0.8367254734039307,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.44,0.9109766082134741,0.8271836638450623,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.46,0.903691196111833,0.8221317529678345,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.48,0.8927178218805636,0.8145225048065186,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.5,0.8897789703431671,0.812484622001648,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.52,0.8766386336299508,0.8033727407455444,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.54,0.8601274281863881,0.7919234037399292,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.56,0.8524424044790916,0.7865943908691406,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.58,0.8407715794910384,0.7785015106201172,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.6,0.828244800024793,0.7698150873184204,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.62,0.8041307452544472,0.7530937194824219,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.64,0.7985550931975662,0.7492274045944214,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.66,0.7765235057040998,0.7339500784873962,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.68,0.7544142135662986,0.7186188697814941,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.7000000000000001,0.7321991949765816,0.7032143473625183,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.72,0.7222871252183227,0.6963410377502441,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.74,0.6705757158911014,0.6604828834533691,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.76,0.6410698699424501,0.6400226950645447,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.78,0.6139933256068406,0.6212470531463623,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.8,0.5220291913848999,0.5574765205383301,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.8200000000000001,0.4903226020635677,0.5354902744293213,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.84,0.44639962207100425,0.5050328373908997,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.86,0.3722642769659511,0.4536252915859222,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.88,0.35637019596265584,0.4426038861274719,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.9,0.2917795856628033,0.397814929485321,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.92,0.2601270199797061,0.3758661448955536,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.94,0.1086900804041199,0.2708554863929748,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.96,0.15572949799071215,0.303473949432373,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.98,0.11329433845035096,0.2740482091903686,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,1.0,0.0,0.1954867094755172,,
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.0,0.993544847397992,0.716090738773346,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.02,0.9701594442034672,0.7144107818603516,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.04,0.9778135277397273,0.7149606347084045,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.06,0.9999999986079761,0.7165544629096985,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.08,0.9571844243292087,0.713478684425354,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.1,0.8850186548188245,0.7082944512367249,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.12,0.8754960622176692,0.7076103687286377,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.14,0.9408382888551858,0.712304413318634,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.16,0.8087018414133823,0.7028120160102844,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.18,0.8827029315505641,0.7081280946731567,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.2,0.797629348753069,0.7020165920257568,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.22,0.8085433666214663,0.7028006315231323,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.24,0.7879657052899989,0.7013223767280579,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.26,0.7504030310511298,0.6986239552497864,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.28,0.7026490171834389,0.6951934099197388,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.3,0.7795043129970146,0.7007145285606384,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.32,0.7160289360024882,0.6961545944213867,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.34,0.6932965153275338,0.6945215463638306,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.36,0.7081989537443107,0.6955921053886414,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.38,0.6308408530935563,0.6900348663330078,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.4,0.5976797954573821,0.6876526474952698,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.42,0.592991098865143,0.687315821647644,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.44,0.5599727515127885,0.6849438548088074,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.46,0.5238064808068762,0.6823457479476929,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.48,0.5371747836725913,0.683306097984314,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.5,0.5345072629604963,0.6831144690513611,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.52,0.49131997817503575,0.6800119876861572,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.54,0.4669729399866329,0.6782629489898682,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.56,0.43216739524272235,0.6757625937461853,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.58,0.4555810086096301,0.677444577217102,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.6,0.4099726272649492,0.6741681694984436,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.62,0.3424515796663248,0.6693176031112671,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.64,0.35398539161619486,0.6701461672782898,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.66,0.3707082158626255,0.6713474988937378,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.68,0.31520719083200105,0.6673604249954224,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.7000000000000001,0.2556580060644213,0.6630825400352478,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.72,0.25860845821129835,0.6632944941520691,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.74,0.2682729313853209,0.6639887690544128,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.76,0.2598248144675756,0.6633818745613098,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.78,0.2096853816116192,0.659779965877533,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.8,0.24766540045956564,0.6625083684921265,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.8200000000000001,0.17378544812144017,0.6572009921073914,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.84,0.1853615753298847,0.6580325961112976,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.86,0.13493174364057428,0.6544098258018494,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.88,0.0759774616258941,0.6501746773719788,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.9,0.12622309748376281,0.6537842154502869,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.92,0.01448177496388983,0.6457569599151611,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.94,0.06798568573199087,0.6496005654335022,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.96,0.027526490558153375,0.6466940641403198,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,0.98,0.0,0.6447166204452515,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,PG loss,1.0,0.05275551148900006,0.6485064625740051,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.0,0.35931554439363805,0.18209511041641235,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.02,0.24434740656959858,0.17910557985305786,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.04,0.4407646799168376,0.1842130422592163,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.06,0.4144134215943007,0.18352782726287842,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.08,0.21918809799721126,0.17845135927200317,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.1,0.3305735099376282,0.18134772777557373,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.12,0.2515128583368437,0.17929190397262573,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.14,0.4215765811504879,0.1837140917778015,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.16,0.36409251223846817,0.18221932649612427,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.18,0.276672166909231,0.17994612455368042,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.2,0.1389309122241613,0.17636442184448242,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.22,0.2503186163756362,0.17926084995269775,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.24,0.16767523889122915,0.17711186408996582,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.26,0.10660844409558683,0.17552393674850464,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.28,0.19164030550240893,0.17773503065109253,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.3,0.13654472051280422,0.17630237340927124,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.32,0.19283454746361645,0.1777660846710205,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.34,0.22277082388083383,0.1785445213317871,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.36,0.049124375183567076,0.1740291714668274,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.38,0.13654472051280422,0.17630237340927124,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.4,0.19283454746361645,0.1777660846710205,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.42,0.19283454746361645,0.1777660846710205,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.44,0.19164030550240893,0.17773503065109253,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.46,0.1353504785515967,0.17627131938934326,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.48,0.19164030550240893,0.17773503065109253,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.5,0.276672166909231,0.17994612455368042,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.52,0.1353504785515967,0.17627131938934326,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.54,0.0,0.172751784324646,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.56,0.19402878942482396,0.1777971386909485,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.58,0.3628982702772606,0.1821882724761963,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.6,0.2203823399584188,0.17848241329193115,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.62,0.16409251300760658,0.17701870203018188,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.64,0.2503186163756362,0.17926084995269775,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.66,0.44554164776166766,0.18433725833892822,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.68,0.3353504777824583,0.18147194385528564,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.7000000000000001,0.276672166909231,0.17994612455368042,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.72,0.5593155436244996,0.18729573488235474,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.74,0.3940287886556856,0.18299776315689087,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.76,0.736547010416447,0.19190430641174316,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.78,0.5030257166736875,0.18583202362060547,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.8,0.6191880964589345,0.18885260820388794,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.8200000000000001,0.6515151490096249,0.18969321250915527,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.84,0.9365470096473085,0.19710493087768555,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.86,0.8539036321629015,0.1949559450149536,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.88,0.7928345451562012,0.19336795806884766,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.9,0.886226100291476,0.1957964301109314,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.92,0.9389354935697236,0.1971670389175415,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.94,0.8826433744078535,0.19570326805114746,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.96,0.9976115122318929,0.19869279861450195,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,0.98,0.9999999961543079,0.1987549066543579,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_PG,BPR_to_PG,Regret,1.0,0.9952230283094778,0.198630690574646,0.01,0.01
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.0,0.09711961454275514,0.18349671363830566,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.02,0.04514256707546488,0.17922979593276978,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.04,0.0,0.17552393674850464,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.06,0.017451776341008682,0.17695659399032593,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.08,0.051977047467290254,0.17979085445404053,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.1,0.051977047467290254,0.17979085445404053,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.12,0.11495039850774479,0.1849604845046997,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.14,0.061081943261775566,0.18053829669952393,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.16,0.034903552682017364,0.17838925123214722,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.18,0.07891127509027486,0.18200194835662842,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.2,0.10698034738046686,0.18430620431900024,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.22,0.06980783143227991,0.18125462532043457,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.24,0.051599491979799635,0.17975986003875732,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.26,0.13164561173728187,0.18633103370666504,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.28,0.10735862893620265,0.18433725833892822,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.3,0.08004611975748224,0.18209511041641235,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.32,0.08042440131321804,0.18212616443634033,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.34,0.14150561850674842,0.18714046478271484,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.36,0.034903552682017364,0.17838925123214722,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.38,0.05386845524596922,0.17994612455368042,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.4,0.12405384216573974,0.18570780754089355,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.42,0.12443284978972072,0.1857389211654663,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.44,0.12481040527721134,0.1857699155807495,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.46,0.1862706300947227,0.19081532955169678,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.48,0.14264118924220098,0.18723368644714355,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.5,0.07056366847550631,0.18131667375564575,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.52,0.06183778030500198,0.1806003451347351,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.54,0.10660206582473106,0.18427515029907227,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.56,0.11608451710670699,0.18505358695983887,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.58,0.07132023158697791,0.1813787817955017,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.6,0.08915028948372238,0.18284249305725098,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.62,0.08118096442468963,0.1821882724761963,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.64,0.05424673680170501,0.1799771785736084,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.66,0.06221606186073777,0.18063139915466309,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.68,0.09976758543290569,0.1837140917778015,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.7000000000000001,0.06448575119515253,0.18081772327423096,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.72,0.04589913018693646,0.17929190397262573,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.74,0.0735891948531475,0.1815650463104248,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.76,0.07245507625418528,0.18147194385528564,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.78,0.0735891948531475,0.1815650463104248,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.8,0.1096283182706174,0.1845235824584961,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.8200000000000001,0.10849347360341002,0.18443042039871216,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.84,0.1699529723526762,0.18947577476501465,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.86,0.17033197997665717,0.1895068883895874,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.88,0.25113466284561103,0.19614017009735107,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.9,0.34028567839757856,0.2034587860107422,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.92,0.35622432851564406,0.20476722717285156,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.94,0.6430191071547441,0.22831088304519653,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.96,0.6619840097186959,0.22986775636672974,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,0.98,0.7242000715794337,0.23497521877288818,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,Regret,1.0,0.9999999987818597,0.2576162815093994,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.0,0.9999999997154753,-0.1877670288085937,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.02,0.9879103120612492,-0.1920161098241806,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.04,0.9766073522954467,-0.1959886848926544,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.06,0.9625354546300408,-0.2009344398975372,,
