dataset,dataset_title,panel,method_pair,line_name,alpha,y_normalized,y_raw,pg_sigma_used,pg_sigma_plotted
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.8200000000000001,0.0038516713086612234,-0.0186551809310913,,
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.84,0.0037924732565656227,-0.0186605229973793,,
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.86,0.0033961683052986455,-0.0186962857842445,,
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.88,0.0,-0.0190027579665184,,
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.9,0.01294092536597874,-0.0178349614143371,,
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.92,0.008246197837027564,-0.0182586163282394,,
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.94,0.012355302236949467,-0.0178878083825111,,
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.96,0.008154222062920623,-0.0182669162750244,,
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.98,0.019593564481253132,-0.0172346234321594,,
MA,Massachusetts Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,1.0,0.02202456510315207,-0.0170152485370636,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.0,0.466410258851729,0.9544463157653807,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.02,0.0,0.9516778588294984,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.04,0.9545207904741703,0.957343578338623,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.06,0.4677759400626916,0.9544544219970704,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.08,0.1457262186245821,0.9525428414344788,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.1,0.8174505807011686,0.956529974937439,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.12,0.41820974552497786,0.954160213470459,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.14,0.6135021586872736,0.9553194046020508,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.16,0.9999999831526996,0.9576135277748108,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.18,0.6234635981081394,0.955378532409668,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.2,0.5129036706648424,0.9547222852706908,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.22,0.6111825089834042,0.9553056359291076,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.24,0.36593227211267076,0.9538499116897584,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.26,0.3170991270484684,0.9535600543022156,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.28,0.13604594886477048,0.9524853825569152,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.3,0.5626004082595014,0.9550172686576844,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.32,0.5435612054954087,0.9549042582511902,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.34,0.5010242524845343,0.9546517729759216,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.36,0.46745460330717975,0.9544525146484376,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.38,0.5552498299771691,0.9549736380577089,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.4,0.2759579805693484,0.9533158540725708,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.42,0.3881948842054352,0.9539820551872252,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.44,0.8057418726721887,0.9564604759216307,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.46,0.3665146949819985,0.9538533687591552,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.48,0.6298903332183754,0.9554166793823242,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.5,0.14148859016127027,0.9525176882743835,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.52,0.7131065111223402,0.955910623073578,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.54,0.6131607383845424,0.9553173780441284,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.56,0.3518737890590109,0.9537664651870728,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.58,0.7521790522378157,0.9561425447463988,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.6,0.4326799412966373,0.9542461037635804,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.62,0.5378775616322751,0.9548705220222472,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.64,0.4012190645772915,0.954059362411499,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.66,0.04381225825927443,0.9519379138946532,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.68,0.7139399783319303,0.9559155702590942,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.7000000000000001,0.7292637248604179,0.9560065269470216,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.72,0.5273738664365205,0.9548081755638124,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.74,0.44083386146774917,0.954294502735138,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.76,0.6093649479600406,0.9552948474884032,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.78,0.6350216795329544,0.9554471373558044,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.8,0.36776991668323517,0.9538608193397522,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.8200000000000001,0.6610499567294289,0.9556016325950624,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.84,0.5539443994079024,0.954965889453888,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.86,0.6006386466932107,0.9552430510520936,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.88,0.5039062415105308,0.9546688795089722,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.9,0.5700212789570647,0.9550613164901732,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.92,0.5865500383187215,0.9551594257354736,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.94,0.7466962438469144,0.9561100006103516,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.96,0.2991444358342466,0.9534534811973572,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,0.98,0.3599473750412448,0.9538143873214722,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,PG loss,1.0,0.49348288050359806,0.9546070098876952,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.0,0.1450599894846167,0.6108599305152893,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.02,0.1010507974433968,0.6084268689155579,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.04,0.0,0.60284024477005,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.06,0.15278262159121292,0.6112868785858154,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.08,0.04381890241860168,0.6052627861499786,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.1,0.11646102249095135,0.6092788279056549,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.12,0.11646102249095135,0.6092788279056549,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.14,0.11646102249095135,0.6092788279056549,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.16,0.1404833353882184,0.6106069087982178,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.18,0.1223217272419575,0.6096028387546539,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.2,0.1569727667374207,0.611518532037735,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.22,0.06141988391465595,0.6062358617782593,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.24,0.09607092341011914,0.6081515550613403,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.26,0.12038163559379055,0.6094955801963806,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.28,0.08406057555761572,0.6074875593185425,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.3,0.08406057555761572,0.6074875593185425,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.32,0.10808181032670929,0.6088155806064606,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.34,0.14176522978647932,0.6106777787208557,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.36,0.1874595361628395,0.6132040023803711,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.38,0.17977032602962095,0.612778902053833,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.4,0.17977032602962095,0.612778902053833,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.42,0.38649924703696614,0.6242079734802246,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.44,0.48941358902821325,0.6298976242542267,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.46,0.33138964732165516,0.6211612224578857,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.48,0.28939655496483213,0.6188396215438843,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.5,0.291223982218871,0.6189406514167786,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.52,0.3093850513010452,0.61994469165802,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.54,0.3334062860701388,0.6212727129459381,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.56,0.5851211832438715,0.6351888477802277,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.58,0.7801631948507556,0.645971804857254,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.6,0.762837675103024,0.6450139582157135,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.62,0.762837675103024,0.6450139582157135,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.64,0.8237395184303256,0.6483809351921082,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.66,0.8742643780879372,0.6511742174625397,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.68,0.8742643780879372,0.6511742174625397,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.7000000000000001,0.8742643780879372,0.6511742174625397,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.72,0.8742643780879372,0.6511742174625397,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.74,0.8742643780879372,0.6511742174625397,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.76,0.9182741091932439,0.6536073088645935,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.78,0.9519569895889272,0.6554694771766663,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.8,0.9519569895889272,0.6554694771766663,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.8200000000000001,0.999999998191201,0.6581255495548248,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.84,0.9519569895889272,0.6554694771766663,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.86,0.999999998191201,0.6581255495548248,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.88,0.9274700034488927,0.6541157066822052,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.9,0.9274700034488927,0.6541157066822052,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.92,0.9274700034488927,0.6541157066822052,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.94,0.9274700034488927,0.6541157066822052,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.96,0.9274700034488927,0.6541157066822052,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,0.98,0.9274700034488927,0.6541157066822052,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_PG,BPR_to_PG,Regret,1.0,0.9274700034488927,0.6541157066822052,1.0,1.0
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.0,0.040340343159897624,0.6097494661808014,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.02,0.045107798713172546,0.6108599305152893,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.04,0.045107798713172546,0.6108599305152893,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.06,0.02112350915348284,0.6052733659744263,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.08,0.02112350915348284,0.6052733659744263,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.1,0.02112350915348284,0.6052733659744263,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.12,0.045107798713172546,0.6108599305152893,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.14,0.02112350915348284,0.6052733659744263,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.16,0.00972056307530544,0.6026173233985901,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.18,0.056510872738950745,0.6135160028934479,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.2,0.03466215658415387,0.6084268689155579,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.22,0.02208068515504076,0.6054963171482086,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.24,0.02208068515504076,0.6054963171482086,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.26,0.04203577681805081,0.6101443767547607,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.28,0.0437635812192055,0.6105468273162842,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.3,0.0677481266740968,0.616133451461792,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.32,0.0677481266740968,0.616133451461792,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.34,0.04606510266233127,0.611082911491394,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.36,0.055411163110105625,0.6132598519325256,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.38,0.07536625477311568,0.6179079115390778,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.4,0.09877695523843509,0.6233608722686768,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.42,0.044008217031928226,0.6106038093566895,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.44,0.09877695523843509,0.6233608722686768,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.46,0.043365664180728666,0.6104541420936584,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.48,0.008620981394061119,0.6023612022399902,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.5,0.03538723563786711,0.6085957586765289,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.52,0.0,0.6003531515598297,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.54,0.0,0.6003531515598297,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.56,0.023984417507290506,0.6059397459030151,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.58,0.10277429418251645,0.6242919564247131,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.6,0.09415344073605612,0.622283935546875,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.62,0.08737388121265689,0.6207047998905182,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.64,0.12272938584552649,0.6289400160312653,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.66,0.06981908654058744,0.6166158318519592,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.68,0.06610067336624226,0.615749716758728,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.7000000000000001,0.09036337690526494,0.6214011311531067,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.72,0.08544583881625584,0.620255708694458,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.74,0.10459396496104295,0.6247158050537109,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.76,0.07967552996793867,0.6189116537570953,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.78,0.12206879238261464,0.6287861466407776,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.8,0.12274742645723878,0.6289442181587219,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.8200000000000001,0.14443032252140353,0.6339947283267975,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.84,0.18712694869756777,0.643939882516861,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.86,0.1526748820739216,0.6359151005744934,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.88,0.23940851349219328,0.6561176180839539,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.9,0.3414990556960537,0.6798971593379974,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.92,0.42171836296737714,0.6985823214054108,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.94,0.5661886051402291,0.7322331964969635,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.96,0.7652062361702107,0.7785895764827729,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,0.98,0.8095684202397422,0.7889226824045182,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,Regret,1.0,0.9999999995706791,0.8332791477441788,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.0,0.9971472766962945,0.8869368433952332,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.02,0.9989138539644014,0.888161838054657,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.04,0.999999999855789,0.8889150023460388,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.06,0.9977064235009382,0.8873245716094971,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.08,0.9963905159786801,0.8864120841026306,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.1,0.9974874064281892,0.8871726989746094,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.12,0.9915209103250802,0.8830353617668152,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.14,0.9944877836700575,0.8850926756858826,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.16,0.9911427018792028,0.8827731013298035,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.18,0.9890107236784996,0.8812947273254395,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.2,0.9844353470044992,0.8781220316886902,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.22,0.9834306018854402,0.8774253129959106,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.24,0.9807904490638218,0.8755945563316345,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.26,0.976755652598031,0.8727967143058777,,
asurv,Aransas National Wildlife Reserve Whooping Cranes,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.28,0.9773448841654148,0.873205304145813,,
