Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Global,1990 - 2023,All ages,Both,Ischemic stroke,DALYs annual % change,-0.004770017546787291,,
All Population,Global,2023,All ages,Both,Intracerebral hemorrhage,Percent of total DALYs,0.02799795550128657,0.02390172924560027,0.03242664418760016
All Population,Global,1990 - 2023,All ages,Both,Intracerebral hemorrhage,DALYs annual % change,-0.00928617475909695,,
All Population,Global,2023,All ages,Both,Subarachnoid hemorrhage,Percent of total DALYs,0.004028145344722315,0.003349791184960191,0.005101936374652005
All Population,Global,1990 - 2023,All ages,Both,Subarachnoid hemorrhage,DALYs annual % change,-0.011424225334082244,,
All Population,Global,2023,All ages,Both,Hypertensive heart disease,Percent of total DALYs,0.010166775609739545,0.008020139626712096,0.012461490491120898
All Population,Global,1990 - 2023,All ages,Both,Hypertensive heart disease,DALYs annual % change,0.005552837241024427,,
All Population,Global,2023,All ages,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.00429222062489524,0.0035079298772181513,0.005186937124850797
All Population,Global,1990 - 2023,All ages,Both,Cardiomyopathy and myocarditis,DALYs annual % change,-0.003921168142798594,,
All Population,Global,2023,All ages,Both,Atrial fibrillation and flutter,Percent of total DALYs,0.0033078591986766635,0.0027924358552794838,0.003919730304890483
All Population,Global,1990 - 2023,All ages,Both,Atrial fibrillation and flutter,DALYs annual % change,0.017635943355145244,,
All Population,Global,2023,All ages,Both,Aortic aneurysm,Percent of total DALYs,0.0012236989130743534,0.001066228404696622,0.0013947684239676466
All Population,Global,1990 - 2023,All ages,Both,Aortic aneurysm,DALYs annual % change,0.004961885489066274,,
All Population,Global,2023,All ages,Both,Lower extremity peripheral arterial disease,Percent of total DALYs,0.0006650021129447061,0.0005170230518755959,0.0008668323281118506
All Population,Global,1990 - 2023,All ages,Both,Lower extremity peripheral arterial disease,DALYs annual % change,0.007201851026998201,,
All Population,Global,2023,All ages,Both,Endocarditis,Percent of total DALYs,0.0008364113464814458,0.0006817268984264224,0.0010431625118082584
All Population,Global,1990 - 2023,All ages,Both,Endocarditis,DALYs annual % change,0.0008172689029732597,,
All Population,Global,2023,All ages,Both,Non-rheumatic valvular heart disease,Percent of total DALYs,0.001226049714882641,0.001018947183273578,0.0014268330533369158
All Population,Global,1990 - 2023,All ages,Both,Non-rheumatic valvular heart disease,DALYs annual % change,0.009793054952555558,,
All Population,Global,2023,All ages,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.004123583091794757,0.0034091290857617973,0.004927705594979892
All Population,Global,1990 - 2023,All ages,Both,Other cardiovascular and circulatory diseases,DALYs annual % change,0.006613710718803595,,
All Population,Global,2023,All ages,Both,Chronic respiratory diseases,Percent of total DALYs,0.039095986776882065,0.03517648450088426,0.04543480262746982
All Population,Global,1990 - 2023,All ages,Both,Chronic respiratory diseases,DALYs annual % change,0.0020394839115418176,,
All Population,Global,2023,All ages,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.02678611673542042,0.02320788347347448,0.03169596097627745
All Population,Global,1990 - 2023,All ages,Both,Chronic obstructive pulmonary disease,DALYs annual % change,0.0033817727386497524,,
All Population,Global,2023,All ages,Both,Pneumoconiosis,Percent of total DALYs,0.00019023846252409613,0.00014993510315759365,0.0002357523816964963
All Population,Global,1990 - 2023,All ages,Both,Pneumoconiosis,DALYs annual % change,-0.0023432657068818475,,
All Population,Global,2023,All ages,Both,Silicosis,Percent of total DALYs,0.00012452327438278995,0.00009278962459077952,0.00016083147438636716
All Population,Global,1990 - 2023,All ages,Both,Silicosis,DALYs annual % change,-0.0004103450702938583,,
All Population,Global,2023,All ages,Both,Asbestosis,Percent of total DALYs,0.000020727480886334083,0.000016608794406205966,0.000028173260056770924
All Population,Global,1990 - 2023,All ages,Both,Asbestosis,DALYs annual % change,0.010933039192055788,,
All Population,Global,2023,All ages,Both,Coal workers pneumoconiosis,Percent of total DALYs,0.000021636832922713034,0.00001643932720381905,0.000027755728839187446
All Population,Global,1990 - 2023,All ages,Both,Coal workers pneumoconiosis,DALYs annual % change,-0.02168789455944322,,
All Population,Global,2023,All ages,Both,Other pneumoconiosis,Percent of total DALYs,0.000023350874332259037,0.000016850628521849885,0.00003308568230311008
All Population,Global,1990 - 2023,All ages,Both,Other pneumoconiosis,DALYs annual % change,0.003814155464266912,,
All Population,Global,2023,All ages,Both,Asthma,Percent of total DALYs,0.009218907374837541,0.007364216934046771,0.011734694061573694
All Population,Global,1990 - 2023,All ages,Both,Asthma,DALYs annual % change,-0.0023937001512277546,,
All Population,Global,2023,All ages,Both,Interstitial lung disease and pulmonary sarcoidosis,Percent of total DALYs,0.0015962751987583141,0.0013167401609484742,0.001996711560800115
All Population,Global,1990 - 2023,All ages,Both,Interstitial lung disease and pulmonary sarcoidosis,DALYs annual % change,0.024654414389863995,,
All Population,Global,2023,All ages,Both,Other chronic respiratory diseases,Percent of total DALYs,0.001304449005341695,0.0009794029144822285,0.0017792180650448768
All Population,Global,1990 - 2023,All ages,Both,Other chronic respiratory diseases,DALYs annual % change,-0.00800784871722127,,
All Population,Global,2023,All ages,Both,Cirrhosis and other chronic liver diseases,Percent of total DALYs,0.01534691717522352,0.013173250995710593,0.01759356826898384
All Population,Global,1990 - 2023,All ages,Both,Cirrhosis and other chronic liver diseases,DALYs annual % change,-0.007458744870554231,,
All Population,Global,2023,All ages,Both,Chronic hepatitis B including cirrhosis,Percent of total DALYs,0.004681106249778211,0.0038100767572559107,0.0056060403059110114
All Population,Global,1990 - 2023,All ages,Both,Chronic hepatitis B including cirrhosis,DALYs annual % change,-0.010845008724866332,,
All Population,Global,2023,All ages,Both,Chronic hepatitis C including cirrhosis,Percent of total DALYs,0.003940234865454695,0.0031160433828041245,0.004926751247092662
All Population,Global,1990 - 2023,All ages,Both,Chronic hepatitis C including cirrhosis,DALYs annual % change,-0.005291596982017794,,
All Population,Global,2023,All ages,Both,Cirrhosis due to alcohol,Percent of total DALYs,0.003463742302220354,0.0028686843172155466,0.004150015136005584
All Population,Global,1990 - 2023,All ages,Both,Cirrhosis due to alcohol,DALYs annual % change,-0.0023233543467678637,,
All Population,Global,2023,All ages,Both,Cirrhosis due to other causes,Percent of total DALYs,0.0023561638248094283,0.0018020242707952137,0.0030453863411674105
All Population,Global,1990 - 2023,All ages,Both,Cirrhosis due to other causes,DALYs annual % change,-0.014767796935388804,,
All Population,Global,2023,All ages,Both,Digestive diseases,Percent of total DALYs,0.031648664076122844,0.028563472531736668,0.03516845297580846
All Population,Global,1990 - 2023,All ages,Both,Digestive diseases,DALYs annual % change,-0.00755180003363633,,
All Population,Global,2023,All ages,Both,Peptic ulcer disease,Percent of total DALYs,0.0021416023508236642,0.0016873108596931093,0.0028095351451789324
All Population,Global,1990 - 2023,All ages,Both,Peptic ulcer disease,DALYs annual % change,-0.024387126794349588,,
All Population,Global,2023,All ages,Both,Gastritis and duodenitis,Percent of total DALYs,0.0010434806087491317,0.0008278455923985004,0.0013421204910173763
All Population,Global,1990 - 2023,All ages,Both,Gastritis and duodenitis,DALYs annual % change,-0.009495993607569413,,
All Population,Global,2023,All ages,Both,Appendicitis,Percent of total DALYs,0.0005212405247233138,0.0003869508640632203,0.0007313908531092314
All Population,Global,1990 - 2023,All ages,Both,Appendicitis,DALYs annual % change,-0.019305887288024157,,
All Population,Global,2023,All ages,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.0025759075513084456,0.0020250652889516898,0.003247839641506828
All Population,Global,1990 - 2023,All ages,Both,Paralytic ileus and intestinal obstruction,DALYs annual % change,-0.013563056637960303,,
All Population,Global,2023,All ages,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.0008577753080996628,0.0006970707347301793,0.0010396982315179243
All Population,Global,1990 - 2023,All ages,Both,"Inguinal, femoral, and abdominal hernia",DALYs annual % change,-0.010360661835692973,,
All Population,Global,2023,All ages,Both,Inflammatory bowel disease,Percent of total DALYs,0.0005791490456661856,0.0005065488744739003,0.0006598829323462906
All Population,Global,1990 - 2023,All ages,Both,Inflammatory bowel disease,DALYs annual % change,0.003149143071977113,,
All Population,Global,2023,All ages,Both,Vascular intestinal disorders,Percent of total DALYs,0.0006164305193851383,0.0005347037568210729,0.0007164027948633088
All Population,Global,1990 - 2023,All ages,Both,Vascular intestinal disorders,DALYs annual % change,0.00022216653680481326,,
All Population,Global,2023,All ages,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.0029110376101991802,0.002355409484801266,0.003502195667688307
All Population,Global,1990 - 2023,All ages,Both,Gallbladder and biliary diseases,DALYs annual % change,0.0038368583552918106,,
All Population,Global,2023,All ages,Both,Pancreatitis,Percent of total DALYs,0.0015043981813336828,0.0012558740800471145,0.0018624155145030518
All Population,Global,1990 - 2023,All ages,Both,Pancreatitis,DALYs annual % change,-0.0003181397341277831,,
All Population,Global,2023,All ages,Both,Gastroesophageal reflux disease,Percent of total DALYs,0.002286510794454542,0.0012276744625348596,0.003901610589842117
All Population,Global,1990 - 2023,All ages,Both,Gastroesophageal reflux disease,DALYs annual % change,0.006214573137461717,,
All Population,Global,2023,All ages,Both,Neurological disorders,Percent of total DALYs,0.04170160877727288,0.03166902993705295,0.057263451228405766
All Population,Global,1990 - 2023,All ages,Both,Neurological disorders,DALYs annual % change,0.008455821155733368,,
All Population,Global,2023,All ages,Both,Alzheimer's disease and other dementias,Percent of total DALYs,0.01421926060654024,0.006414879540340364,0.029146738734684607
All Population,Global,1990 - 2023,All ages,Both,Alzheimer's disease and other dementias,DALYs annual % change,0.02025540083183267,,
All Population,Global,2023,All ages,Both,Parkinson's disease,Percent of total DALYs,0.0028529099332382465,0.0025649581875225483,0.003187185755001009
All Population,Global,1990 - 2023,All ages,Both,Parkinson's disease,DALYs annual % change,0.019788338682659206,,
All Population,Global,2023,All ages,Both,Idiopathic epilepsy,Percent of total DALYs,0.0055064441028768295,0.004395567959972287,0.006740593276685409
All Population,Global,1990 - 2023,All ages,Both,Idiopathic epilepsy,DALYs annual % change,-0.0054579411622414096,,
All Population,Global,2023,All ages,Both,Multiple sclerosis,Percent of total DALYs,0.00038164888970667455,0.00033798522473193636,0.0004280430290649944
All Population,Global,1990 - 2023,All ages,Both,Multiple sclerosis,DALYs annual % change,0.006034013944998763,,
All Population,Global,2023,All ages,Both,Migraine,Percent of total DALYs,0.014556748468729622,0.010615754274448747,0.018578125330109177
All Population,Global,1990 - 2023,All ages,Both,Migraine,DALYs annual % change,0.002594759007464374,,
All Population,Global,2023,All ages,Both,Tension-type headache,Percent of total DALYs,0.0016469148629792612,0.0011745626625912903,0.0022245853135845427
All Population,Global,1990 - 2023,All ages,Both,Tension-type headache,DALYs annual % change,0.003269267629238851,,
All Population,Global,2023,All ages,Both,Motor neuron disease,Percent of total DALYs,0.00043613909776468246,0.0003886592690137133,0.0005032483282126121
All Population,Global,1990 - 2023,All ages,Both,Motor neuron disease,DALYs annual % change,0.01122619678495853,,
All Population,Global,2023,All ages,Both,Other neurological disorders,Percent of total DALYs,0.002101542815437304,0.0018620964580371108,0.0023819172853265205
All Population,Global,1990 - 2023,All ages,Both,Other neurological disorders,DALYs annual % change,0.032861970118603145,,
All Population,Global,2023,All ages,Both,Mental disorders,Percent of total DALYs,0.06098553748650415,0.04834331419955459,0.07588900539042555
All Population,Global,1990 - 2023,All ages,Both,Mental disorders,DALYs annual % change,0.009201860626604082,,
All Population,Global,2023,All ages,Both,Schizophrenia,Percent of total DALYs,0.006058939270365805,0.004396360262564547,0.007527731920035842
All Population,Global,1990 - 2023,All ages,Both,Schizophrenia,DALYs annual % change,0.004923598237676096,,
All Population,Global,2023,All ages,Both,Alcohol use disorders,Percent of total DALYs,0.006429712755421069,0.005415459341357104,0.0076029227038222815
All Population,Global,1990 - 2023,All ages,Both,Alcohol use disorders,DALYs annual % change,-0.0033491537344125084,,
All Population,Global,2023,All ages,Both,Drug use disorders,Percent of total DALYs,0.006280073821968767,0.005366446206782342,0.007093827995241417
All Population,Global,1990 - 2023,All ages,Both,Drug use disorders,DALYs annual % change,0.007366486237434268,,
All Population,Global,2023,All ages,Both,Opioid use disorders,Percent of total DALYs,0.004569869594856096,0.0038213112030210435,0.005279815488818432
All Population,Global,1990 - 2023,All ages,Both,Opioid use disorders,DALYs annual % change,0.013267083235125357,,
All Population,Global,2023,All ages,Both,Cocaine use disorders,Percent of total DALYs,0.0005193562644279431,0.0004271294546180861,0.0006180739067682171
All Population,Global,1990 - 2023,All ages,Both,Cocaine use disorders,DALYs annual % change,0.014185901877428868,,
All Population,Global,2023,All ages,Both,Amphetamine use disorders,Percent of total DALYs,0.0006267348711252086,0.0004674305376962644,0.0008076065751977369
All Population,Global,1990 - 2023,All ages,Both,Amphetamine use disorders,DALYs annual % change,-0.011235071411082315,,
All Population,Global,2023,All ages,Both,Cannabis use disorders,Percent of total DALYs,0.0002234758321384472,0.00013829738304356316,0.0003277052813706146
All Population,Global,1990 - 2023,All ages,Both,Cannabis use disorders,DALYs annual % change,-0.003839872072341574,,
All Population,Global,2023,All ages,Both,Other drug use disorders,Percent of total DALYs,0.0003406372594210747,0.00029616399971274304,0.0003917458697508657
All Population,Global,1990 - 2023,All ages,Both,Other drug use disorders,DALYs annual % change,-0.0108737755434865,,
All Population,Global,2023,All ages,Both,Depressive disorders,Percent of total DALYs,0.01992415134716758,0.01479011677908847,0.027045927103825848
All Population,Global,1990 - 2023,All ages,Both,Depressive disorders,DALYs annual % change,0.011529370747364705,,
All Population,Global,2023,All ages,Both,Major depressive disorder,Percent of total DALYs,0.016899540919308186,0.012134571376532535,0.023081659510420998
All Population,Global,1990 - 2023,All ages,Both,Major depressive disorder,DALYs annual % change,0.012632104486329511,,
All Population,Global,2023,All ages,Both,Dysthymia,Percent of total DALYs,0.0030246104278593756,0.0021396046058212983,0.004058619790405386
All Population,Global,1990 - 2023,All ages,Both,Dysthymia,DALYs annual % change,0.006019602021409969,,
All Population,Global,2023,All ages,Both,Bipolar disorder,Percent of total DALYs,0.002717400662368321,0.0018648988229812828,0.0037493305144946087
All Population,Global,1990 - 2023,All ages,Both,Bipolar disorder,DALYs annual % change,0.003118095964100286,,
All Population,Global,2023,All ages,Both,Anxiety disorders,Percent of total DALYs,0.019709152962265077,0.013713768573058968,0.027711675684649627
All Population,Global,1990 - 2023,All ages,Both,Anxiety disorders,DALYs annual % change,0.01598782199396873,,
All Population,Global,2023,All ages,Both,Eating disorders,Percent of total DALYs,0.001359692728391533,0.0008787332302730349,0.0019565013902539045
All Population,Global,1990 - 2023,All ages,Both,Eating disorders,DALYs annual % change,0.0036487851902311246,,
All Population,Global,2023,All ages,Both,Anorexia nervosa,Percent of total DALYs,0.00030111597178498583,0.00018269934005327764,0.00044848759975455734
All Population,Global,1990 - 2023,All ages,Both,Anorexia nervosa,DALYs annual % change,0.0012273660255244711,,
All Population,Global,2023,All ages,Both,Bulimia nervosa,Percent of total DALYs,0.0010585767566065462,0.0006267586085699949,0.001614248833175631
All Population,Global,1990 - 2023,All ages,Both,Bulimia nervosa,DALYs annual % change,0.0043731926674188,,
All Population,Global,2023,All ages,Both,Autism spectrum disorders,Percent of total DALYs,0.003522460556396749,0.0016647612838201517,0.006580694270871882
All Population,Global,1990 - 2023,All ages,Both,Autism spectrum disorders,DALYs annual % change,0.004119911205743482,,
All Population,Global,2023,All ages,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,0.0013249222403097023,0.0008064768905552589,0.0018757100361235985
All Population,Global,1990 - 2023,All ages,Both,Attention-deficit/hyperactivity disorder,DALYs annual % change,-0.004338517638000699,,
All Population,Global,2023,All ages,Both,Conduct disorder,Percent of total DALYs,0.0017104587993386508,0.0010322682093239963,0.002624781377172648
All Population,Global,1990 - 2023,All ages,Both,Conduct disorder,DALYs annual % change,-0.005009548264740708,,
All Population,Global,2023,All ages,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.0012948683862631968,0.000641641052626065,0.002351962149950276
All Population,Global,1990 - 2023,All ages,Both,Idiopathic developmental intellectual disability,DALYs annual % change,-0.0053432072653076005,,
All Population,Global,2023,All ages,Both,Other mental disorders,Percent of total DALYs,0.0033634905336375827,0.002310307032927959,0.004558429833984684
All Population,Global,1990 - 2023,All ages,Both,Other mental disorders,DALYs annual % change,0.005588597326928268,,
All Population,Global,2023,All ages,Both,Diabetes mellitus,Percent of total DALYs,0.03217456045962644,0.028376408896681967,0.035931418846589284
All Population,Global,1990 - 2023,All ages,Both,Diabetes mellitus,DALYs annual % change,0.019566502793365026,,
All Population,Global,2023,All ages,Both,Acute glomerulonephritis,Percent of total DALYs,0.00011655257436609046,0.00007025319585936413,0.00017009434697613034
All Population,Global,1990 - 2023,All ages,Both,Acute glomerulonephritis,DALYs annual % change,-0.0380321514791293,,
All Population,Global,2023,All ages,Both,Chronic kidney disease,Percent of total DALYs,0.016509074409937038,0.014535764275933432,0.018589275255431154
All Population,Global,1990 - 2023,All ages,Both,Chronic kidney disease,DALYs annual % change,0.009214954274010137,,
All Population,Global,2023,All ages,Both,Chronic kidney disease due to hypertension,Percent of total DALYs,0.0033817589062764843,0.002782256232397956,0.004037264311533027
All Population,Global,1990 - 2023,All ages,Both,Chronic kidney disease due to hypertension,DALYs annual % change,0.0177776795447857,,
All Population,Global,2023,All ages,Both,Chronic kidney disease due to glomerulonephritis,Percent of total DALYs,0.0026393754779819533,0.002168206320339678,0.0031263856170736636
All Population,Global,1990 - 2023,All ages,Both,Chronic kidney disease due to glomerulonephritis,DALYs annual % change,0.0040096186575635335,,
All Population,Global,2023,All ages,Both,Chronic kidney disease due to other and unspecified causes,Percent of total DALYs,0.005968894750701717,0.005147301943635291,0.006748289941138501
All Population,Global,1990 - 2023,All ages,Both,Chronic kidney disease due to other and unspecified causes,DALYs annual % change,0.004118535875857935,,
All Population,Global,2023,All ages,Both,Urinary diseases and male infertility,Percent of total DALYs,0.004275987655869627,0.0038902741444568614,0.00473507011836059
All Population,Global,1990 - 2023,All ages,Both,Urinary diseases and male infertility,DALYs annual % change,0.008946688055900421,,
All Population,Global,2023,All ages,Both,Urinary tract infections and interstitial nephritis,Percent of total DALYs,0.00220811213593112,0.0019378112740281248,0.0024909377975059375
All Population,Global,1990 - 2023,All ages,Both,Urinary tract infections and interstitial nephritis,DALYs annual % change,0.011471032746723857,,
All Population,Global,2023,All ages,Both,Urolithiasis,Percent of total DALYs,0.0003535745671555455,0.0003080679770275274,0.0004090048389217095
All Population,Global,1990 - 2023,All ages,Both,Urolithiasis,DALYs annual % change,-0.0032097954833012273,,
All Population,Global,2023,All ages,Both,Benign prostatic hyperplasia,Percent of total DALYs,0.0008428923149228654,0.0005704297246619675,0.0012374381121093398
All Population,Global,1990 - 2023,All ages,Both,Benign prostatic hyperplasia,DALYs annual % change,0.013662180374933204,,
All Population,Global,2023,All ages,Both,Male infertility,Percent of total DALYs,0.00011633371561416032,0.00004552096140077131,0.0002528412471170867
All Population,Global,1990 - 2023,All ages,Both,Male infertility,DALYs annual % change,0.0053464888137018385,,
All Population,Global,2023,All ages,Both,Other urinary diseases,Percent of total DALYs,0.0007550749222459333,0.0005891414021016022,0.0009737866198040947
All Population,Global,1990 - 2023,All ages,Both,Other urinary diseases,DALYs annual % change,0.004852768169091393,,
All Population,Global,2023,All ages,Both,Gynecological diseases,Percent of total DALYs,0.010357758845757294,0.007719115289537348,0.013359722230091449
All Population,Global,1990 - 2023,All ages,Both,Gynecological diseases,DALYs annual % change,0.0032188057287161,,
All Population,Global,2023,All ages,Both,Uterine fibroids,Percent of total DALYs,0.00008036475588915085,0.000048363577338673855,0.000137355096465375
All Population,Global,1990 - 2023,All ages,Both,Uterine fibroids,DALYs annual % change,0.013386750217805589,,
All Population,Global,2023,All ages,Both,Polycystic ovarian syndrome,Percent of total DALYs,0.00023197038155411943,0.00010400022723966077,0.00047288780979400503
All Population,Global,1990 - 2023,All ages,Both,Polycystic ovarian syndrome,DALYs annual % change,0.006256245815380358,,
All Population,Global,2023,All ages,Both,Female infertility,Percent of total DALYs,0.0002226284584131937,0.00008066875707876919,0.0005783314026267472
All Population,Global,1990 - 2023,All ages,Both,Female infertility,DALYs annual % change,0.0071267326603479016,,
All Population,Global,2023,All ages,Both,Endometriosis,Percent of total DALYs,0.0006778454491370796,0.00043830148320125125,0.0009708903392413375
All Population,Global,1990 - 2023,All ages,Both,Endometriosis,DALYs annual % change,-0.005091666525300479,,
All Population,Global,2023,All ages,Both,Genital prolapse,Percent of total DALYs,0.00015426739428518678,0.00008960272353348794,0.00025719125589957815
All Population,Global,1990 - 2023,All ages,Both,Genital prolapse,DALYs annual % change,0.0050303796492312215,,
All Population,Global,2023,All ages,Both,Premenstrual syndrome,Percent of total DALYs,0.002927320582829061,0.0019537786578722616,0.004154043180067219
All Population,Global,1990 - 2023,All ages,Both,Premenstrual syndrome,DALYs annual % change,-0.00027790084215080296,,
All Population,Global,2023,All ages,Both,Other gynecological diseases,Percent of total DALYs,0.006063361823649497,0.004302643647633288,0.00830192432180973
All Population,Global,1990 - 2023,All ages,Both,Other gynecological diseases,DALYs annual % change,0.005783003015472881,,
All Population,Global,2023,All ages,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.005278016882960968,0.0038903439707140696,0.00722118396363442
All Population,Global,1990 - 2023,All ages,Both,Hemoglobinopathies and hemolytic anemias,DALYs annual % change,-0.00819279777487731,,
All Population,Global,2023,All ages,Both,Thalassemias,Percent of total DALYs,0.000358450529346008,0.0002383169319680074,0.0005230434622089119
All Population,Global,1990 - 2023,All ages,Both,Thalassemias,DALYs annual % change,-0.025782090315442364,,
All Population,Global,2023,All ages,Both,Sickle cell disorders,Percent of total DALYs,0.0015345393883651655,0.0008555138126429384,0.0029050806692404096
All Population,Global,1990 - 2023,All ages,Both,Sickle cell disorders,DALYs annual % change,-0.0007346718890383926,,
All Population,Global,2023,All ages,Both,G6PD deficiency,Percent of total DALYs,0.00019743681399161443,0.00012296824936524012,0.0002976691728892547
All Population,Global,1990 - 2023,All ages,Both,G6PD deficiency,DALYs annual % change,-0.005723494723266033,,
All Population,Global,2023,All ages,Both,Other hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.00158957985914915,0.0011553499286440136,0.002170187424721105
All Population,Global,1990 - 2023,All ages,Both,Other hemoglobinopathies and hemolytic anemias,DALYs annual % change,-0.009972642620429338,,
All Population,Global,2023,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.005178083781810969,0.004265970627766039,0.006311135216164069
All Population,Global,1990 - 2023,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",DALYs annual % change,0.0026152006812175453,,
All Population,Global,2023,All ages,Both,"Other endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.0026109675607755016,0.0022933962269628934,0.002946622193635925
All Population,Global,1990 - 2023,All ages,Both,"Other endocrine, metabolic, blood, and immune disorders",DALYs annual % change,0.003481636982452776,,
All Population,Global,2023,All ages,Both,Musculoskeletal disorders,Percent of total DALYs,0.0583434936124229,0.046372357380567296,0.07215600814324005
All Population,Global,1990 - 2023,All ages,Both,Musculoskeletal disorders,DALYs annual % change,0.0069267205534089965,,
All Population,Global,2023,All ages,Both,Rheumatoid arthritis,Percent of total DALYs,0.0011899105523104365,0.0009558544370601847,0.0014414100620947369
All Population,Global,1990 - 2023,All ages,Both,Rheumatoid arthritis,DALYs annual % change,0.00892332663660302,,
All Population,Global,2023,All ages,Both,Osteoarthritis,Percent of total DALYs,0.007917387898849836,0.0040841159980406026,0.016127714177007087
All Population,Global,1990 - 2023,All ages,Both,Osteoarthritis,DALYs annual % change,0.015209919865626998,,
All Population,Global,2023,All ages,Both,Low back pain,Percent of total DALYs,0.025051601867117048,0.019261248309394383,0.03119539281106318
All Population,Global,1990 - 2023,All ages,Both,Low back pain,DALYs annual % change,0.0022624407470476526,,
All Population,Global,2023,All ages,Both,Neck pain,Percent of total DALYs,0.007361825605610156,0.005259360495706316,0.009996827575056731
All Population,Global,1990 - 2023,All ages,Both,Neck pain,DALYs annual % change,0.00554335555308405,,
All Population,Global,2023,All ages,Both,Gout,Percent of total DALYs,0.0006370597660082815,0.0004468791807179277,0.000886743397724103
All Population,Global,1990 - 2023,All ages,Both,Gout,DALYs annual % change,0.01626480338806354,,
All Population,Global,2023,All ages,Both,Other musculoskeletal disorders,Percent of total DALYs,0.01618570792252712,0.011940460525619024,0.021012190663755308
All Population,Global,1990 - 2023,All ages,Both,Other musculoskeletal disorders,DALYs annual % change,0.011723491598606287,,
All Population,Global,2023,All ages,Both,Other non-communicable diseases,Percent of total DALYs,0.0540063764240418,0.046519548688043984,0.0615180317718321
All Population,Global,1990 - 2023,All ages,Both,Other non-communicable diseases,DALYs annual % change,-0.008544715787746852,,
All Population,Global,2023,All ages,Both,Congenital birth defects,Percent of total DALYs,0.01958423215072122,0.015589348834424461,0.02395617643829539
All Population,Global,1990 - 2023,All ages,Both,Congenital birth defects,DALYs annual % change,-0.01912103315734068,,
All Population,Global,2023,All ages,Both,Neural tube defects,Percent of total DALYs,0.0014363588040200612,0.0008960910621065031,0.00234714950934111
All Population,Global,1990 - 2023,All ages,Both,Neural tube defects,DALYs annual % change,-0.029393053333382494,,
All Population,Global,2023,All ages,Both,Congenital heart anomalies,Percent of total DALYs,0.009486623671022857,0.007418567010381224,0.012408471465477593
All Population,Global,1990 - 2023,All ages,Both,Congenital heart anomalies,DALYs annual % change,-0.023294891415407616,,
All Population,Global,2023,All ages,Both,Orofacial clefts,Percent of total DALYs,0.0001977823304935109,0.00010845890128288503,0.000401225607197328
All Population,Global,1990 - 2023,All ages,Both,Orofacial clefts,DALYs annual % change,-0.053345566820803526,,
All Population,Global,2023,All ages,Both,Down syndrome,Percent of total DALYs,0.0008707434724424436,0.0005254320482315479,0.0013159619752662137
All Population,Global,1990 - 2023,All ages,Both,Down syndrome,DALYs annual % change,-0.007599891304231445,,
All Population,Global,2023,All ages,Both,Turner syndrome,Percent of total DALYs,0.0000033455477857650003,0.0000014904875828388987,0.0000056962237202177496
All Population,Global,1990 - 2023,All ages,Both,Turner syndrome,DALYs annual % change,-0.004178068979536501,,
All Population,Global,2023,All ages,Both,Klinefelter syndrome,Percent of total DALYs,0.0000023643128985850833,0.0000011416482598789143,0.000004623190411556684
All Population,Global,1990 - 2023,All ages,Both,Klinefelter syndrome,DALYs annual % change,-0.0025293357052104002,,
All Population,Global,2023,All ages,Both,Other chromosomal abnormalities,Percent of total DALYs,0.0008469406561059572,0.0006056797772265004,0.0012603218537228433
All Population,Global,1990 - 2023,All ages,Both,Other chromosomal abnormalities,DALYs annual % change,0.00011053767559894392,,
All Population,Global,2023,All ages,Both,Congenital musculoskeletal and limb anomalies,Percent of total DALYs,0.0012647270819675885,0.0009525704339072109,0.0016781068944434702
All Population,Global,1990 - 2023,All ages,Both,Congenital musculoskeletal and limb anomalies,DALYs annual % change,-0.009148162692665837,,
All Population,Global,2023,All ages,Both,Urogenital congenital anomalies,Percent of total DALYs,0.0005556718950800096,0.00032193606642522187,0.0009931727103343361
All Population,Global,1990 - 2023,All ages,Both,Urogenital congenital anomalies,DALYs annual % change,-0.0043810791323173155,,
All Population,Global,2023,All ages,Both,Digestive congenital anomalies,Percent of total DALYs,0.0021722222132241884,0.0013628169501282861,0.0030614800281791007
All Population,Global,1990 - 2023,All ages,Both,Digestive congenital anomalies,DALYs annual % change,-0.012006173232057223,,
All Population,Global,2023,All ages,Both,Other congenital birth defects,Percent of total DALYs,0.0027474521656802474,0.0017136845181133526,0.004800272628276793
All Population,Global,1990 - 2023,All ages,Both,Other congenital birth defects,DALYs annual % change,-0.010285748469025439,,
